0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
0.9997::teamplaysagainstteam(houstonrocketsnba, dallasmavericks).
0.9999::teamplaysagainstteam(houstonrocketsnba, losangeleslakers).
0.9999::teamplaysagainstteam(houstonrocketsnba, utahjazz).
1.0::teamplaysagainstteam(houstonrocketsnba, miamihurricanes).
0.9997::teamplaysagainstteam(houstonrocketsnba, sanantonio).
0.9843::teamplaysagainstteam(houstonrocketsnba, milwaukeebuckstickets).
0.9375::teamplaysagainstteam(houstonrocketsnba, newjerseynets).
0.9375::teamplaysagainstteam(houstonrocketsnba, neworleanshornets).
1.0::teamplaysagainstteam(astroslastnight, redsoxthisseason).
0.9790::teamplaysagainstteam(astroslastnight, milwaukeebrewers).
0.9921::teamplaysagainstteam(astroslastnight, formersanfranciscogiants).
0.9997::teamplaysagainstteam(astroslastnight, pirates).
0.9994::teamplaysagainstteam(astroslastnight, atlantabravesspringtraining).
0.9970::teamplaysagainstteam(astroslastnight, whitesox).
0.9375::teamplaysagainstteam(astroslastnight, royals).
0.9999::teamplaysagainstteam(astroslastnight, cardinals).
0.9995::teamplaysagainstteam(astroslastnight, louiscardinals).
0.9960::teamplaysagainstteam(astroslastnight, stlouiscardinals).
0.9843::teamplaysagainstteam(astroslastnight, chicagowhitesox).
0.9687::teamplaysagainstteam(astroslastnight, brewers).
0.9375::teamplaysagainstteam(astroslastnight, padres).
0.9921::teamplaysagainstteam(astroslastnight, atlantabraves).
0.9843::teamplaysagainstteam(astroslastnight, losangelesdodgers).
0.9843::teamplaysagainstteam(astroslastnight, texasrangers).
1.0::teamplaysagainstteam(astroslastnight, tampabaydevilrays).
0.9995::teamplaysagainstteam(astroslastnight, yankees).
0.9995::teamplaysagainstteam(astroslastnight, phillies).
0.9687::teamplaysagainstteam(astroslastnight, dodgers).
0.9999::teamplaysagainstteam(astroslastnight, chicagocubsbaseball).
0.9988::teamplaysagainstteam(astroslastnight, newyorkjets).
0.9843::teamplaysagainstteam(astroslastnight, redsox).
0.9687::teamplaysagainstteam(astroslastnight, coloradorockies).
0.9375::teamplaysagainstteam(astroslastnight, marlins).
0.9928::teamplaysagainstteam(northwesternuniversity, michiganstatespartansmensbasketball).
0.9668::teamplaysagainstteam(northwesternuniversity, buckeyes).
0.9984::teamplaysagainstteam(northwesternuniversity, ohiostateuniversity).
0.9984::teamplaysagainstteam(northwesternuniversity, spartans).
0.9375::teamplaysagainstteam(northwesternuniversity, pennstate).
0.9995::teamplaysagainstteam(newjerseynets, chicagobulls).
0.9990::teamplaysagainstteam(newjerseynets, bostonceltics).
0.9386::teamplaysagainstteam(newjerseynets, cavaliers).
0.9375::teamplaysagainstteam(newjerseynets, timberwolves).
0.9375::teamplaysagainstteam(newjerseynets, raptors).
0.9932::teamplaysagainstteam(spurs, cavs).
0.9999::teamplaysagainstteam(spurs, suns).
0.9947::teamplaysagainstteam(spurs, kingscollege).
0.9997::teamplaysagainstteam(spurs, laclippers).
0.9988::teamplaysagainstteam(spurs, bostonceltics).
0.9375::teamplaysagainstteam(spurs, raptors).
1.0::teamplaysagainstteam(spurs, chicagobulls).
0.9999::teamplaysagainstteam(spurs, houstonrocketsnba).
0.9987::teamplaysagainstteam(spurs, denvernuggetsnba).
0.9989::teamplaysagainstteam(spurs, hawks).
0.9687::teamplaysagainstteam(spurs, goldenstatewarriorsnba).
1.0::teamplaysagainstteam(spurs, cavaliers).
0.9976::teamplaysagainstteam(spurs, detroitpistonsnba).
0.9922::teamplaysagainstteam(spurs, timberwolves).
0.9790::teamplaysagainstteam(spurs, nets).
0.9990::teamplaysagainstteam(spurs, dallasmavericks).
0.9845::teamplaysagainstteam(spurs, milwaukeebuckstickets).
0.9999::teamplaysagainstteam(spurs, hornetsnbalive).
0.9995::teamplaysagainstteam(spurs, losangeleslakers).
0.9997::teamplaysagainstteam(spurs, magic).
0.9999::teamplaysagainstteam(spurs, utahjazz).
0.9945::teamplaysagainstteam(spurs, miamihurricanes).
0.9375::teamplaysagainstteam(spurs, neworleanshornets).
0.9960::teamplaysagainstteam(broncos, bengals).
0.9375::teamplaysagainstteam(broncos, bucs).
1.0::teamplaysagainstteam(broncos, pittsburghsteelerssunday).
0.9990::teamplaysagainstteam(broncos, seahawks).
0.9999::teamplaysagainstteam(broncos, dallascowboys).
0.9921::teamplaysagainstteam(broncos, minnesotavikings).
0.9960::teamplaysagainstteam(broncos, titans).
0.9984::teamplaysagainstteam(broncos, washingtonredskinslast).
0.9999::teamplaysagainstteam(broncos, carolinahurricaneshockey).
0.9999::teamplaysagainstteam(broncos, falcons).
1.0::teamplaysagainstteam(broncos, sdchargers).
1.0::teamplaysagainstteam(broncos, packers).
1.0::teamplaysagainstteam(broncos, kansascitychiefs).
0.9999::teamplaysagainstteam(broncos, oaklandraiders).
0.9999::teamplaysagainstteam(broncos, baltimorecolts).
0.9997::teamplaysagainstteam(broncos, clevelandbrowns).
0.9997::teamplaysagainstteam(broncos, buccaneers).
0.9995::teamplaysagainstteam(broncos, bears).
0.9980::teamplaysagainstteam(broncos, houstontexans).
0.9687::teamplaysagainstteam(broncos, jaguars).
0.9375::teamplaysagainstteam(broncos, cardinals).
0.9375::teamplaysagainstteam(broncos, rams).
0.9980::teamplaysagainstteam(broncos, bills).
1.0::teamplaysagainstteam(broncos, newenglandpatriots).
1.0::teamplaysagainstteam(broncos, newyorkjets).
0.9999::teamplaysagainstteam(broncos, new).
0.9687::teamplaysagainstteam(broncos, miamidolphinsfootballteam).
0.9906::teamplaysagainstteam(oregonstate, usc).
1.0::teamplaysagainstteam(bostonceltics, cavs).
0.9978::teamplaysagainstteam(bostonceltics, suns).
0.9943::teamplaysagainstteam(bostonceltics, spurs).
0.9960::teamplaysagainstteam(bostonceltics, redsoxthisseason).
0.9991::teamplaysagainstteam(bostonceltics, pacers).
0.9997::teamplaysagainstteam(bostonceltics, washingtonwizards).
0.9998::teamplaysagainstteam(bostonceltics, raptors).
1.0::teamplaysagainstteam(bostonceltics, portlandtrailblazers).
1.0::teamplaysagainstteam(bostonceltics, chicagobulls).
1.0::teamplaysagainstteam(bostonceltics, houstonrocketsnba).
0.9999::teamplaysagainstteam(bostonceltics, hawks).
0.9923::teamplaysagainstteam(bostonceltics, goldenstatewarriorsnba).
0.9387::teamplaysagainstteam(bostonceltics, denvernuggets).
1.0::teamplaysagainstteam(bostonceltics, cavaliers).
0.9999::teamplaysagainstteam(bostonceltics, detroitpistonsnba).
0.9995::teamplaysagainstteam(bostonceltics, nets).
0.9985::teamplaysagainstteam(bostonceltics, timberwolves).
0.9847::teamplaysagainstteam(bostonceltics, laclippers).
0.9385::teamplaysagainstteam(bostonceltics, minnesotatimberwolves).
0.9994::teamplaysagainstteam(bostonceltics, dallasmavericks).
0.9924::teamplaysagainstteam(bostonceltics, milwaukeebuckstickets).
0.9990::teamplaysagainstteam(bostonceltics, hornetscharlottebobcats).
1.0::teamplaysagainstteam(bostonceltics, hornetsnbalive).
1.0::teamplaysagainstteam(bostonceltics, losangeleslakers).
0.9968::teamplaysagainstteam(bostonceltics, magic).
0.9924::teamplaysagainstteam(bostonceltics, utahjazz).
0.9999::teamplaysagainstteam(bostonceltics, miamihurricanes).
0.9698::teamplaysagainstteam(bostonceltics, newjerseynets).
0.9687::teamplaysagainstteam(bostonceltics, bostonredsox).
0.9402::teamplaysagainstteam(bostonceltics, sanantonio).
0.9375::teamplaysagainstteam(stlouisbrowns, redsoxthisseason).
0.9687::teamplaysagainstteam(stlouisbrowns, yankees).
0.9995::teamplaysagainstteam(wesleywolverines, buckeyes).
1.0::teamplaysagainstteam(wesleywolverines, nittanylions).
0.9308::teamplaysagainstteam(wesleywolverines, floridagators).
0.9975::teamplaysagainstteam(wesleywolverines, spartans).
0.9822::teamplaysagainstteam(wesleywolverines, ucla).
0.9967::teamplaysagainstteam(wesleywolverines, pennstate).
0.9829::teamplaysagainstteam(wesleywolverines, ohiostateuniversity).
1.0::teamplaysagainstteam(rangers, philadelphiaathletics).
1.0::teamplaysagainstteam(rangers, skins).
1.0::teamplaysagainstteam(rangers, montrealcanadiens).
1.0::teamplaysagainstteam(rangers, dbacks).
1.0::teamplaysagainstteam(rangers, niners).
1.0::teamplaysagainstteam(rangers, undefeatednewenglandpatriots).
1.0::teamplaysagainstteam(rangers, islanders).
1.0::teamplaysagainstteam(rangers, washingtonsenators).
0.9999::teamplaysagainstteam(rangers, pittsburghpenguins).
0.9999::teamplaysagainstteam(rangers, bruins).
0.9996::teamplaysagainstteam(rangers, devils).
0.9995::teamplaysagainstteam(rangers, redsoxthisseason).
0.9993::teamplaysagainstteam(rangers, mariners).
0.9990::teamplaysagainstteam(rangers, royals).
0.9970::teamplaysagainstteam(rangers, carolinahurricaneshockey).
0.9922::teamplaysagainstteam(rangers, twins).
0.9921::teamplaysagainstteam(rangers, whitesox).
0.9843::teamplaysagainstteam(rangers, torontomapleleafs).
0.9687::teamplaysagainstteam(rangers, blackhawks).
0.9375::teamplaysagainstteam(rangers, hawks).
0.9375::teamplaysagainstteam(rangers, astroslastnight).
1.0::teamplaysagainstteam(rangers, currentcapitals).
1.0::teamplaysagainstteam(rangers, seattlemariners).
0.9999::teamplaysagainstteam(rangers, yankees).
0.9999::teamplaysagainstteam(rangers, philadelphiaflyers).
0.9983::teamplaysagainstteam(rangers, redsox).
0.9981::teamplaysagainstteam(rangers, newjerseydevils).
0.9960::teamplaysagainstteam(rangers, chicagocubsbaseball).
0.9960::teamplaysagainstteam(rangers, newyorkjets).
0.9843::teamplaysagainstteam(rangers, buffalosabres).
0.9843::teamplaysagainstteam(rangers, tampabaydevilrays).
0.9687::teamplaysagainstteam(rangers, bostonbruins).
0.9375::teamplaysagainstteam(rangers, bostonredsox).
0.9375::teamplaysagainstteam(rangers, indians).
0.9999::teamplaysagainstteam(liverpooluniversity, acmilan).
1.0::teamplaysagainstteam(liverpooluniversity, manchesterunited).
0.9999::teamplaysagainstteam(liverpooluniversity, manunited).
0.9999::teamplaysagainstteam(liverpooluniversity, manutd).
0.9999::teamplaysagainstteam(liverpooluniversity, chelsea).
0.9999::teamplaysagainstteam(liverpooluniversity, barcelonadragons).
0.9999::teamplaysagainstteam(liverpooluniversity, barcelona).
0.9375::teamplaysagainstteam(sportingkansascity, chicagofire).
0.9375::teamplaysagainstteam(sportingkansascity, columbuscrew).
1.0::teamplaysagainstteam(bluejackets, redwings).
0.9375::teamplaysagainstteam(losangelesrams, pittsburghsteelerssunday).
0.9998::teamplaysagainstteam(dallasmavericks, bostonceltics).
0.9689::teamplaysagainstteam(dallasmavericks, indianapacers).
1.0::teamplaysagainstteam(dallasmavericks, suns).
0.9687::teamplaysagainstteam(dallasmavericks, raptors).
0.9988::teamplaysagainstteam(dallasmavericks, spurs).
0.9921::teamplaysagainstteam(dallasmavericks, portlandtrailblazers).
0.9999::teamplaysagainstteam(dallasmavericks, chicagobulls).
0.9375::teamplaysagainstteam(dallasmavericks, memphisgrizzliesnba).
0.9998::teamplaysagainstteam(dallasmavericks, houstonrocketsnba).
0.9687::teamplaysagainstteam(dallasmavericks, denvernuggetsnba).
0.9639::teamplaysagainstteam(dallasmavericks, kingscollege).
0.9843::teamplaysagainstteam(dallasmavericks, goldenstatewarriorsnba).
0.9999::teamplaysagainstteam(dallasmavericks, laclippers).
0.9960::teamplaysagainstteam(dallasmavericks, denvernuggets).
0.9960::teamplaysagainstteam(dallasmavericks, sacramentokings).
0.9843::teamplaysagainstteam(dallasmavericks, detroitpistonsnba).
0.9375::teamplaysagainstteam(dallasmavericks, minnesotatimberwolves).
0.9938::teamplaysagainstteam(dallasmavericks, hornetsnbalive).
0.9999::teamplaysagainstteam(dallasmavericks, losangeleslakers).
0.9997::teamplaysagainstteam(dallasmavericks, utahjazz).
1.0::teamplaysagainstteam(dallasmavericks, neworleanshornets).
0.9999::teamplaysagainstteam(dallasmavericks, miamihurricanes).
0.9990::teamplaysagainstteam(dallasmavericks, sanantonio).
0.9999::teamplaysagainstteam(manchestercity, manunited).
0.9999::teamplaysagainstteam(manchestercity, manchesterunited).
0.9998::teamplaysagainstteam(usc, bruins).
0.9933::teamplaysagainstteam(usc, buckeyes).
1.0::teamplaysagainstteam(usc, bears).
0.9686::teamplaysagainstteam(usc, anaheimducks).
0.9921::teamplaysagainstteam(usc, texaslonghorns).
1.0::teamplaysagainstteam(usc, oregonducksfootballteam).
0.9616::teamplaysagainstteam(usc, pennstate).
0.9957::teamplaysagainstteam(usc, stanford).
1.0::teamplaysagainstteam(newyorkislanders, rangers).
0.9375::teamplaysagainstteam(newyorkislanders, newjerseydevils).
0.9924::teamplaysagainstteam(sundevils, bruins).
0.9687::teamplaysagainstteam(notredame, wesleywolverines).
0.9687::teamplaysagainstteam(notredame, michiganstatespartansmensbasketball).
0.9687::teamplaysagainstteam(minnesotatwins, chicagowhitesox).
0.9980::teamplaysagainstteam(minnesotatwins, redsoxthisseason).
0.9843::teamplaysagainstteam(minnesotatwins, whitesox).
0.9687::teamplaysagainstteam(minnesotatwins, tampabaydevilrays).
0.9687::teamplaysagainstteam(minnesotatwins, redsox).
0.9990::teamplaysagainstteam(minnesotatwins, yankees).
0.9375::teamplaysagainstteam(minnesotatwins, chicagocubsbaseball).
0.9999::teamplaysagainstteam(magic, raptors).
0.9976::teamplaysagainstteam(magic, spurs).
0.9999::teamplaysagainstteam(magic, chicagobulls).
0.9375::teamplaysagainstteam(magic, houstonrocketsnba).
0.9999::teamplaysagainstteam(magic, hawks).
0.9960::teamplaysagainstteam(magic, pacers).
0.9843::teamplaysagainstteam(magic, washingtonwizards).
0.9375::teamplaysagainstteam(magic, cavs).
0.9375::teamplaysagainstteam(magic, detroitpistonsnba).
0.9921::teamplaysagainstteam(magic, miamihurricanes).
0.9375::teamplaysagainstteam(magic, hornetscharlottebobcats).
1.0::teamplaysagainstteam(arizonacardinals, minnesotavikings).
1.0::teamplaysagainstteam(arizonacardinals, pittsburghsteelerssunday).
0.9999::teamplaysagainstteam(arizonacardinals, eagles).
0.9975::teamplaysagainstteam(arizonacardinals, carolinapanthers).
0.9930::teamplaysagainstteam(arizonacardinals, falcons).
0.9843::teamplaysagainstteam(arizonacardinals, baltimorecolts).
0.9843::teamplaysagainstteam(arizonacardinals, bears).
0.9835::teamplaysagainstteam(arizonacardinals, carolina).
0.9375::teamplaysagainstteam(arizonacardinals, kansascitychiefs).
0.9266::teamplaysagainstteam(arizonacardinals, carolinahurricaneshockey).
0.9375::teamplaysagainstteam(arizonacardinals, newenglandpatriots).
1.0::teamplaysagainstteam(hornetscharlottebobcats, bostonceltics).
0.9375::teamplaysagainstteam(hornetscharlottebobcats, washingtonwizards).
0.9895::teamplaysagainstteam(hornetscharlottebobcats, raptors).
1.0::teamplaysagainstteam(hornetscharlottebobcats, portlandtrailblazers).
0.9999::teamplaysagainstteam(hornetscharlottebobcats, chicagobulls).
0.9687::teamplaysagainstteam(hornetscharlottebobcats, carolinahurricaneshockey).
0.9375::teamplaysagainstteam(hornetscharlottebobcats, laclippers).
1.0::teamplaysagainstteam(hornetscharlottebobcats, milwaukeebuckstickets).
0.9594::teamplaysagainstteam(hornetscharlottebobcats, losangeleslakers).
1.0::teamplaysagainstteam(hornetscharlottebobcats, miamihurricanes).
0.9375::teamplaysagainstteam(hornetscharlottebobcats, magic).
1.0::teamplaysagainstteam(fresnostatebulldogs, coloradostatepueblothunderwolves).
1.0::teamplaysagainstteam(fresnostatebulldogs, coloradostatepueblothunde).
1.0::teamplaysagainstteam(fresnostatebulldogs, coloradostateuniversity).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, acmilan).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, manchesterunited).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, manunited).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, manutd).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, chelsea).
1.0::teamplaysagainstteam(liverpooljohnmooresuniversity, barcelona).
0.9999::teamplaysagainstteam(liverpooljohnmooresuniversity, barcelonadragons).
1.0::teamplaysagainstteam(bruins, torontomapleleafs).
0.9999::teamplaysagainstteam(bruins, montrealcanadiens).
1.0::teamplaysagainstteam(bruins, redsoxthisseason).
1.0::teamplaysagainstteam(bruins, sunyfredoniabluedevils).
1.0::teamplaysagainstteam(bruins, sanjosesharks).
0.9687::teamplaysagainstteam(bruins, pittsburghpenguins).
0.9375::teamplaysagainstteam(bruins, ottawasenators).
0.9985::teamplaysagainstteam(bruins, carolinahurricaneshockey).
1.0::teamplaysagainstteam(bruins, sundevils).
1.0::teamplaysagainstteam(bruins, habs).
0.9998::teamplaysagainstteam(bruins, rangers).
0.9990::teamplaysagainstteam(bruins, devils).
0.9687::teamplaysagainstteam(bruins, redwings).
0.9375::teamplaysagainstteam(bruins, lakings).
0.9997::teamplaysagainstteam(bruins, usc).
1.0::teamplaysagainstteam(bruins, stanford).
1.0::teamplaysagainstteam(redwings, columbusbluejackets).
1.0::teamplaysagainstteam(redwings, bluejackets).
1.0::teamplaysagainstteam(redwings, chicagoblackhawks).
1.0::teamplaysagainstteam(redwings, blackhawks).
1.0::teamplaysagainstteam(redwings, pittsburghpenguins).
1.0::teamplaysagainstteam(redwings, coloradoavalanche).
1.0::teamplaysagainstteam(redwings, avs).
1.0::teamplaysagainstteam(redwings, columbusbluejackets).
0.9999::teamplaysagainstteam(redwings, rangers).
0.9964::teamplaysagainstteam(redwings, torontomapleleafs).
0.9933::teamplaysagainstteam(redwings, dallasstars).
0.9843::teamplaysagainstteam(redwings, montrealcanadiens).
0.9687::teamplaysagainstteam(redwings, bruins).
0.9687::teamplaysagainstteam(redwings, hawks).
0.9687::teamplaysagainstteam(redwings, kingscollege).
1.0::teamplaysagainstteam(redwings, anaheimducks).
1.0::teamplaysagainstteam(redwings, edmontonoilers).
1.0::teamplaysagainstteam(marlins, pirates).
0.9921::teamplaysagainstteam(marlins, redsoxthisseason).
0.9843::teamplaysagainstteam(marlins, atlantabravesspringtraining).
0.9993::teamplaysagainstteam(marlins, cardinals).
0.9375::teamplaysagainstteam(marlins, brewers).
0.9999::teamplaysagainstteam(marlins, newyorkmets).
0.9994::teamplaysagainstteam(marlins, indians).
0.9999::teamplaysagainstteam(marlins, yankees).
0.9999::teamplaysagainstteam(marlins, phillies).
0.9983::teamplaysagainstteam(marlins, dodgers).
0.9999::teamplaysagainstteam(marlins, chicagocubsbaseball).
0.9816::teamplaysagainstteam(marlins, newyorkjets).
0.9375::teamplaysagainstteam(marlins, tampabaydevilrays).
1.0::teamplaysagainstteam(pittsburghpenguins, ottawasenators).
0.9375::teamplaysagainstteam(pittsburghpenguins, phoenixcoyotes).
0.9843::teamplaysagainstteam(pittsburghpenguins, vancouvercanucks).
0.9921::teamplaysagainstteam(pittsburghpenguins, bruins).
0.9687::teamplaysagainstteam(pittsburghpenguins, winnipegjets).
0.9998::teamplaysagainstteam(pittsburghpenguins, carolinahurricaneshockey).
1.0::teamplaysagainstteam(pittsburghpenguins, chicagoblackhawks).
1.0::teamplaysagainstteam(pittsburghpenguins, redwings).
1.0::teamplaysagainstteam(pittsburghpenguins, islanders).
1.0::teamplaysagainstteam(pittsburghpenguins, rangers).
0.9994::teamplaysagainstteam(pittsburghpenguins, devils).
