,Entity,Iteration,Probability,Relation,Value
11498,concept:sportsteam:trail_blazers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cavaliers
11499,concept:sportsteam:trail_blazers,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
11500,concept:sportsteam:trail_blazers,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
11501,concept:sportsteam:trail_blazers,850,0.9999999990782107,concept:teamplaysinleague,concept:sportsleague:nba
11502,concept:sportsteam:trail_blazers,850,0.9550000000000001,concept:teamplayssport,concept:sport:basketball
11503,concept:sportsteam:n2009_pro_bowl,850,0.96875,concept:teamplaysinleague,concept:sportsleague:nfl
11504,concept:sportsteam:boilermakers,850,0.918,concept:teamplaysinleague,concept:sportsleague:acc
11505,concept:sportsteam:northeastern_huskies,850,0.9988282900830593,concept:teamplaysagainstteam,concept:sportsteam:wildcats
11506,concept:sportsteam:northeastern_huskies,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:mighty_ducks_of_anaheim
11507,concept:sportsteam:northeastern_huskies,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:eagles_32_25
11508,concept:sportsteam:northeastern_huskies,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11509,concept:sportsteam:cal_state_channel_island_dolphins,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
11510,concept:sportsteam:maine_black_bears,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11511,concept:sportsteam:unf_ospreys,850,0.9998906462763711,concept:teamplaysinleague,concept:sportsleague:ncaa
11512,concept:sportsteam:fresno_state_bulldogs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11513,concept:sportsteam:old_dominion_monarchs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11514,concept:sportsteam:keio_university,850,0.9375,concept:teamplaysincity,concept:city:tokyo
11515,concept:sportsteam:buffalo_bulls,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11516,concept:sportsteam:texas_pan_american_broncs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11517,concept:sportsteam:alabama_st_hornets,850,0.9999914777285027,concept:teamplaysagainstteam,concept:sportsteam:spurs
11518,concept:sportsteam:alabama_st_hornets,850,0.9999582929677548,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
11519,concept:sportsteam:alabama_st_hornets,850,0.9995886438286417,concept:teamplaysagainstteam,concept:sportsteam:knicks
11520,concept:sportsteam:alabama_st_hornets,850,0.9983269819976354,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
11521,concept:sportsteam:alabama_st_hornets,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:bulls
11522,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:mavs
11523,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:nuggets
11524,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:clippers
11525,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:magic
11526,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
11527,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
11528,concept:sportsteam:alabama_st_hornets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:celtics
11529,concept:sportsteam:alabama_st_hornets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:bulldogs
11530,concept:sportsteam:alabama_st_hornets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:eagles_32_25
11531,concept:sportsteam:alabama_st_hornets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:memphis_grizzlies
11532,concept:sportsteam:alabama_st_hornets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
11533,concept:sportsteam:alabama_st_hornets,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
11534,concept:sportsteam:alabama_st_hornets,850,0.999999982037092,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
11535,concept:sportsteam:alabama_st_hornets,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
11536,concept:sportsteam:alabama_st_hornets,850,1.0,concept:teamplaysincity,concept:city:charlotte
11537,concept:sportsteam:alabama_st_hornets,850,1.0,concept:teamplaysinleague,concept:sportsleague:nba
11538,concept:sportsteam:alabama_st_hornets,850,0.98875,concept:teamplayssport,concept:sport:basketball
11539,concept:sportsteam:cleveland_st__vikings,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11540,concept:sportsteam:michigan_state,850,0.99993896484375,concept:teamalsoknownas,concept:sportsteam:state_university
11541,concept:sportsteam:michigan_state,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:nittany_lions
11542,concept:sportsteam:michigan_state,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:penn_state
11543,concept:sportsteam:michigan_state,850,0.9953515900507237,concept:teamplaysagainstteam,concept:sportsteam:northwestern
11544,concept:sportsteam:michigan_state,850,0.9999999925494194,concept:teamplaysincity,concept:city:east_lansing
11545,concept:sportsteam:michigan_state,850,0.9979096326601585,concept:teamplaysinleague,concept:sportsleague:ncaa
11546,concept:sportsteam:michigan_state,850,0.9990466161039767,concept:teamplayssport,concept:sport:football
11547,concept:sportsteam:southern_illinois,850,0.9375,concept:teamalsoknownas,concept:sportsteam:state_university
11548,concept:sportsteam:southern_illinois,850,0.9999999962747097,concept:teamplaysincity,concept:city:carbondale
11549,concept:sportsteam:southern_illinois,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11550,concept:sportsteam:lehman_college,850,0.9921875,concept:teamplaysincity,concept:city:new_york_city
11551,concept:sportsteam:nebraska_cornhuskers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11552,concept:sportsteam:new_york_state,850,0.9921875,concept:teamplaysincity,concept:city:buffalo
11553,concept:sportsteam:california_angels,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11554,concept:sportsteam:california_angels,850,0.98425,concept:teamplaysinleague,concept:sportsleague:mlb
11555,concept:sportsteam:california_angels,850,0.981,concept:teamplayssport,concept:sport:baseball
11556,concept:sportsteam:habs,839,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:leafs
11557,concept:sportsteam:habs,850,0.999909182004959,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
11558,concept:sportsteam:saint_joseph_s_college_pumas,850,0.99609375,concept:teamplaysinleague,concept:sportsleague:ncaa
11559,concept:sportsteam:arizona_diamondbacks,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:chevy_chase_bank_field_at_byrd_stadium
11560,concept:sportsteam:arizona_diamondbacks,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:cubs
11561,concept:sportsteam:arizona_diamondbacks,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:san_francisco_giants
11562,concept:sportsteam:arizona_diamondbacks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pirates
11563,concept:sportsteam:arizona_diamondbacks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
11564,concept:sportsteam:arizona_diamondbacks,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:dodgers
11565,concept:sportsteam:arizona_diamondbacks,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11566,concept:sportsteam:arizona_diamondbacks,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11567,concept:sportsteam:arizona_diamondbacks,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
11568,concept:sportsteam:arizona_diamondbacks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
11569,concept:sportsteam:arizona_diamondbacks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:marlins
11570,concept:sportsteam:arizona_diamondbacks,850,0.99696875,concept:teamplaysincity,concept:city:greater_phoenix
11571,concept:sportsteam:arizona_diamondbacks,850,0.99999903125,concept:teamplaysinleague,concept:sportsleague:mlb
11572,concept:sportsteam:arizona_diamondbacks,850,1.0,concept:teamplayssport,concept:sport:baseball
11573,concept:sportsteam:arizona_diamondbacks,814,0.999755859375,concept:teamwontrophy,concept:awardtrophytournament:world_series
11574,concept:sportsteam:grambling_st__tigers,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11575,concept:sportsteam:brockport_golden_eagles,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11576,concept:sportsteam:chinese_university_of_hong_kong,850,0.96875,concept:teamplaysincity,concept:city:hong_kong_island
11577,concept:sportsteam:ulm_warhawks,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11578,concept:sportsteam:henderson_state_university_reddies,850,0.99609375,concept:teamplaysinleague,concept:sportsleague:ncaa
11579,concept:sportsteam:clemson_tigers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11580,concept:sportsteam:spelman_college_jaguars,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11581,concept:sportsteam:temple_owls,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11582,concept:sportsteam:chicago_fire,850,0.96875,concept:teamhomestadium,concept:stadiumoreventvenue:toyota_park
11583,concept:sportsteam:chicago_fire,833,0.9375,concept:teamplaysagainstteam,concept:sportsteam:new_england_revolution
11584,concept:sportsteam:chicago_fire,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:columbus_crew
11585,concept:sportsteam:chicago_fire,850,0.99609375,concept:teamplaysinleague,concept:sportsleague:mls
11586,concept:sportsteam:chicago_fire,850,0.9375,concept:teamplayssport,concept:sport:soccer
11587,concept:sportsteam:demon_deacons,850,0.9795,concept:teamplaysinleague,concept:sportsleague:acc
11588,concept:sportsteam:arkansas_fort_smith_lions,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11589,concept:sportsteam:tampa_bay_rays,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:tropicana_field
11590,concept:sportsteam:tampa_bay_rays,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cubs
11591,concept:sportsteam:tampa_bay_rays,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11592,concept:sportsteam:tampa_bay_rays,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11593,concept:sportsteam:tampa_bay_rays,850,0.999997286367734,concept:teamplaysagainstteam,concept:sportsteam:phillies
11594,concept:sportsteam:tampa_bay_rays,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:twins
11595,concept:sportsteam:tampa_bay_rays,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
11596,concept:sportsteam:tampa_bay_rays,850,1.0,concept:teamplaysincity,concept:city:greater_boston
11597,concept:sportsteam:tampa_bay_rays,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
11598,concept:sportsteam:tampa_bay_rays,850,0.99984765625,concept:teamplayssport,concept:sport:baseball
11599,concept:sportsteam:tampa_bay_rays,850,0.99993896484375,concept:teamwontrophy,concept:awardtrophytournament:world_series
11600,concept:sportsteam:tampa_bay_rays,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:al_east
11601,concept:sportsteam:buffalo_braves,850,0.9375,concept:teamplaysinleague,concept:sportsleague:nba
11602,concept:sportsteam:buffalo_braves,850,0.967,concept:teamplayssport,concept:sport:basketball
11603,concept:sportsteam:faulkner_state_sun_chiefs,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11604,concept:sportsteam:bethune_cookman_wildcats,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11605,concept:sportsteam:simon_fraser_university,850,0.9375,concept:teamplaysincity,concept:city:burnaby
11606,concept:sportsteam:minnesota_duluth_bulldogs,850,0.9999965870421316,concept:teamplaysinleague,concept:sportsleague:ncaa
11607,concept:sportsteam:point_loma_nazarene,850,0.9375,concept:teamplaysincity,concept:city:san_diego
11608,concept:sportsteam:red_hawks,850,0.939,concept:teamplayssport,concept:sport:football
11609,concept:sportsteam:north_carolina_state,850,0.99951171875,concept:teamalsoknownas,concept:sportsteam:state_university
11610,concept:sportsteam:north_carolina_state,850,0.9999999925494194,concept:teamplaysincity,concept:city:raleigh
11611,concept:sportsteam:north_carolina_state,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11612,concept:sportsteam:north_carolina_state,850,0.99973828125,concept:teamplayssport,concept:sport:basketball
11613,concept:sportsteam:quebec_nordiques,850,0.999755875,concept:teamplaysinleague,concept:sportsleague:nhl
11614,concept:sportsteam:quebec_nordiques,850,0.998625,concept:teamplayssport,concept:sport:hockey
11615,concept:sportsteam:utah_state,845,0.99609375,concept:teamalsoknownas,concept:sportsteam:state_university
11616,concept:sportsteam:utah_state,850,0.9999997615814209,concept:teamplaysincity,concept:city:logan
11617,concept:sportsteam:utah_state,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11618,concept:sportsteam:byu_cougars,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11619,concept:sportsteam:webster_gorlocks,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
11620,concept:sportsteam:los_angeles_kings,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:red_wings
11621,concept:sportsteam:los_angeles_kings,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:vancouver_canucks
11622,concept:sportsteam:los_angeles_kings,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:new_york_islanders
11623,concept:sportsteam:los_angeles_kings,850,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
11624,concept:sportsteam:los_angeles_kings,850,1.0,concept:teamplayssport,concept:sport:hockey
11625,concept:sportsteam:revolution,845,0.96875,concept:teamplaysagainstteam,concept:sportsteam:houston_dynamo
11626,concept:sportsteam:revolution,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_galaxy
11627,concept:sportsteam:southeast_missouri_state_indians,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11628,concept:sportsteam:leafs,850,0.96875,concept:teamhomestadium,concept:stadiumoreventvenue:air_canada_centre
11629,concept:sportsteam:leafs,845,0.9999995279859074,concept:teamplaysagainstteam,concept:sportsteam:canadiens
11630,concept:sportsteam:leafs,839,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:red_wings
11631,concept:sportsteam:leafs,839,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:penguins
11632,concept:sportsteam:leafs,839,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:ottawa_senators
11633,concept:sportsteam:leafs,842,0.9375,concept:teamplaysagainstteam,concept:sportsteam:capitals
11634,concept:sportsteam:leafs,839,0.96875,concept:teamplaysagainstteam,concept:sportsteam:carolina_hurricanes
11635,concept:sportsteam:leafs,848,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nashville_predators
11636,concept:sportsteam:leafs,848,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:chicago_blackhawks
11637,concept:sportsteam:leafs,839,0.9999655827223518,concept:teamplaysagainstteam,concept:sportsteam:habs
11638,concept:sportsteam:leafs,847,0.96875,concept:teamplaysagainstteam,concept:sportsteam:hawks
11639,concept:sportsteam:leafs,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:new_york_islanders
11640,concept:sportsteam:leafs,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:rangers
11641,concept:sportsteam:leafs,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:florida_panthers
11642,concept:sportsteam:leafs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_lightning
11643,concept:sportsteam:leafs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:vancouver_canucks
11644,concept:sportsteam:leafs,848,0.9999995231628418,concept:teamplaysagainstteam,concept:sportsteam:buffalo_sabres
11645,concept:sportsteam:leafs,842,1.0,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
11646,concept:sportsteam:leafs,848,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_flyers
11647,concept:sportsteam:leafs,850,0.96875,concept:teamplaysincity,concept:city:montreal
